Experimento ;Bloque ;Cama;Tratamiento;Fecha_corte;Individuo;Tallos;D_tallo;Flores;D_flor;L_ped;Peso;L_corte;Puntos;L_tallo
1;10;144;Nada;2016-10-28;20;10;4;2;6;15;270;;3;72
1;10;144;Nada;2016-10-28;21;10;4;2;6;15;310;;4;64
1;10;144;Nada;2016-10-28;22;10;4;3;6;14;300;;4;58.5
1;10;144;Nada;2016-10-28;23;10;4;2;6;17;290;;3;43.5
1;10;144;Nada;2016-10-29;1;8;3;2;7;12;250;;3;61.5
1;10;144;Nada;2016-10-29;2;10;4;2;7;17;270;;3;74
1;10;144;Nada;2016-10-29;3;10;4;2;6;14;300;;4;70.5
1;10;144;Nada;2016-10-29;4;10;5;3;7;18;270;;4;64.5
1;10;144;Nada;2016-10-29;5;10;4;2;6;14;280;;4;71
1;10;144;Nada;2016-10-29;6;9;4;2;7;20;260;;3;81
1;10;144;Nada;2016-10-29;7;6;5;2;6;19;295;;3;80.5
1;10;144;Nada;2016-10-29;8;9;4;2;7;13;280;;4;64
1;10;144;Nada;2016-10-29;9;7;4;3;6;20;245;;3;74.5
1;10;144;Nada;2016-10-29;10;10;5;2;6;19;250;;3;77
1;10;144;Nada;2016-10-29;11;9;4;3;6;18;280;;3;80.5
1;10;144;Nada;2016-10-29;12;9;4;3;7;22;260;;4;83
1;10;144;Nada;2016-10-29;13;10;4;3;7;19;300;;4;79
1;10;144;Nada;2016-10-29;14;8;4;2;7;21;240;;4;91
1;10;144;Nada;2016-10-29;15;10;5;3;6;15;275;;4;78.5
1;10;144;Nada;2016-10-29;16;10;4;2;6;18;280;;3;81
1;10;144;Nada;2016-10-29;17;10;4;2;7;25;290;;3;80.5
1;10;144;Nada;2016-10-29;18;9;4;2;7;20;270;;4;90
1;10;144;Nada;2016-10-29;19;8;44;2;6;20;240;;3;87
1;10;144;Nada;2016-10-29;20;10;4;2;6;21;270;;4;84.5
1;10;144;Nada;2016-10-29;21;10;4;2;7;22;295;;4;81.5
1;10;144;Nada;2016-10-29;22;10;5;3;6;22;300;;4;75
1;10;144;Nada;2016-10-29;23;9;5;3;6;15;260;;5;76.5
1;10;144;Nada;2016-10-31;1;9;4;3;6;14;260;;3;75
1;10;144;Nada;2016-10-31;2;10;4;3;6;14;290;;3;68.5
1;10;144;Nada;2016-10-31;3;10;4;3;6;13;300;;3;69
1;10;144;Nada;2016-10-31;4;10;5;3;6;12;310;;3;74
1;10;144;Nada;2016-10-31;5;10;4;3;6;12;260;;3;65
1;10;144;Nada;2016-10-31;6;10;4;2;6;17;290;;3;64
1;10;144;Nada;2016-10-31;7;7;4;4;6;17;260;;3;69.5
1;10;144;Nada;2016-10-31;8;10;4;2;6;17;300;;3;80
1;10;144;Nada;2016-10-31;9;7;4;4;6;17;240;;3;69
1;10;144;Nada;2016-10-31;10;7;4;3;6;16;260;;3;81
1;10;144;Nada;2016-10-31;11;10;4;3;6;16;310;;4;74.5
1;10;144;Nada;2016-10-31;12;7;4;3;6;17;250;;2;76
1;10;144;Nada;2016-10-31;13;9;5;3;7;15;280;;1;67.5
1;10;144;Nada;2016-10-31;14;7;5;4;7;16;250;;3;81.5
1;10;144;Nada;2016-10-31;15;10;4;3;6;17;290;;3;76
1;10;144;Nada;2016-10-31;16;10;4;2;7;14;270;;3;74
1;10;144;Nada;2016-10-31;17;11;4;2;6;14;310;;3;74
1;10;144;Nada;2016-10-31;18;7;4;2;7;16;240;;3;69.5
1;10;144;Nada;2016-10-31;19;7;4;3;6;15;275;;3;66
1;10;144;Nada;2016-10-31;20;10;4;3;7;13;310;;4;71
1;10;144;Nada;2016-10-31;21;7;4;4;6;15;250;;3;71.5
1;10;144;Nada;2016-10-31;22;10;4;3;6;14;300;;5;62
1;10;144;Nada;2016-10-31;23;9;4;3;6;14;240;;4;61.5
1;10;144;Nada;2016-11-02;1;10;4;4;6;15;260;;3;80
1;10;144;Nada;2016-11-02;2;11;4;3;6;14;300;;3;69
1;10;144;Nada;2016-11-02;3;10;4;2;6;14;250;;3;81
1;10;144;Nada;2016-11-02;4;10;4;2;6;13;290;;3;74.5
1;10;144;Nada;2016-11-02;5;10;4;2;7;12;265;;4;76
1;10;144;Nada;2016-11-02;6;10;4;3;7;12;310;;2;67.5
1;10;144;Nada;2016-11-02;7;9;4;3;6;17;255;;1;81.5
1;10;144;Nada;2016-11-02;8;10;5;3;6;17;280;;3;76.5
1;10;144;Nada;2016-11-02;9;7;4;2;6;20;240;;3;75
1;10;144;Nada;2016-11-02;10;7;5;2;6;19;275;;3;68.5
1;10;144;Nada;2016-11-02;11;7;4;2;6;13;280;;3;69
1;10;144;Nada;2016-11-02;12;7;4;2;6;20;290;;3;74
1;10;144;Nada;2016-11-02;13;7;4;3;6;19;270;;3;65
1;10;144;Nada;2016-11-02;14;7;4;3;6;18;240;;3;64
1;10;144;Nada;2016-11-02;15;7;4;3;6;22;270;;5;69.5
1;10;144;Nada;2016-11-02;16;7;4;3;6;19;295;;4;80
1;10;144;Nada;2016-11-02;17;7;4;3;6;21;300;;3;69
1;10;144;Nada;2016-11-02;18;7;4;3;6;15;260;;3;81
1;10;144;Nada;2016-11-02;19;7;5;3;6;18;260;;3;74.5
1;10;144;Nada;2016-11-02;20;7;5;2;6;25;290;;3;64
1;10;144;Nada;2016-11-02;21;7;4;4;6;20;300;;3;69.5
1;10;144;Nada;2016-11-02;22;7;4;2;6;20;300;;3;80
1;10;144;Nada;2016-11-02;23;7;4;3;6;21;300;;3;81
